year,month,date,region,cause,deaths,farm_size_acres,avg_income_monthly
2015,5,2015-05-01,West,Malnutrition,3,6.1,50
2015,5,2015-05-01,West,Pesticide Exposure,3,10.6,149
2015,5,2015-05-01,West,Debt,1,9.3,207
2015,5,2015-05-01,West,Accident,2,5.2,50
2015,5,2015-05-01,West,Illness (Non-agri),2,9.6,167
2015,5,2015-05-01,West,Other,2,11.4,50
2015,5,2015-05-01,Central,Suicide,9,9.1,303
2015,5,2015-05-01,Central,Poor Crop Growth,1,1.9,200
2015,5,2015-05-01,Central,Malnutrition,4,10.6,74
2015,5,2015-05-01,Central,Pesticide Exposure,2,3.8,50
2015,5,2015-05-01,Central,Debt,2,11.2,50
2015,5,2015-05-01,Central,Accident,0,15.0,239
2015,5,2015-05-01,Central,Illness (Non-agri),4,5.7,274
2015,5,2015-05-01,Central,Other,1,2.0,272
2015,6,2015-06-01,North,Suicide,8,14.2,189
2015,6,2015-06-01,North,Poor Crop Growth,4,8.3,128
2015,6,2015-06-01,North,Malnutrition,2,17.1,240
2015,6,2015-06-01,North,Pesticide Exposure,4,12.4,216
2015,6,2015-06-01,North,Debt,4,5.3,81
2015,6,2015-06-01,North,Accident,1,14.0,295
2015,6,2015-06-01,North,Illness (Non-agri),0,12.4,244
2015,6,2015-06-01,North,Other,1,9.5,220
2015,6,2015-06-01,South,Suicide,12,1.1,164
2015,6,2015-06-01,South,Poor Crop Growth,5,7.4,113
2015,6,2015-06-01,South,Malnutrition,3,8.0,50
2015,6,2015-06-01,South,Pesticide Exposure,4,6.3,327
2015,6,2015-06-01,South,Debt,4,0.5,96
2015,6,2015-06-01,South,Accident,2,14.0,177
2015,6,2015-06-01,South,Illness (Non-agri),2,9.3,211
2015,6,2015-06-01,South,Other,2,5.7,119
2015,6,2015-06-01,East,Suicide,7,11.2,207
2015,6,2015-06-01,East,Poor Crop Growth,4,11.1,182
2015,6,2015-06-01,East,Malnutrition,2,4.8,228
2015,6,2015-06-01,East,Pesticide Exposure,0,15.3,294
2015,6,2015-06-01,East,Debt,3,15.5,299
2015,6,2015-06-01,East,Accident,2,4.8,234
2015,6,2015-06-01,East,Illness (Non-agri),4,6.9,202
2015,6,2015-06-01,East,Other,1,19.8,254
2015,6,2015-06-01,West,Suicide,14,0.5,247
2015,6,2015-06-01,West,Poor Crop Growth,7,13.4,94
2015,6,2015-06-01,West,Malnutrition,5,1.6,134
2015,6,2015-06-01,West,Pesticide Exposure,3,0.5,50
2015,6,2015-06-01,West,Debt,3,16.5,284
2015,6,2015-06-01,West,Accident,1,15.9,234
2015,6,2015-06-01,West,Illness (Non-agri),0,13.1,117
2015,6,2015-06-01,West,Other,4,3.3,315
2015,6,2015-06-01,Central,Suicide,12,7.3,265
2015,6,2015-06-01,Central,Poor Crop Growth,3,7.9,79
2015,6,2015-06-01,Central,Malnutrition,6,16.9,180
2015,6,2015-06-01,Central,Pesticide Exposure,2,5.1,278
2015,6,2015-06-01,Central,Debt,5,13.8,194
2015,6,2015-06-01,Central,Accident,3,9.4,293
2015,6,2015-06-01,Central,Illness (Non-agri),1,13.9,292
2015,6,2015-06-01,Central,Other,3,3.6,230
2015,7,2015-07-01,North,Suicide,6,18.2,201
2015,7,2015-07-01,North,Poor Crop Growth,2,11.7,298
2015,7,2015-07-01,North,Malnutrition,3,9.1,236
2015,7,2015-07-01,North,Pesticide Exposure,1,16.9,354
2015,7,2015-07-01,North,Debt,2,3.4,134
2015,7,2015-07-01,North,Accident,2,12.1,265
2015,7,2015-07-01,North,Illness (Non-agri),1,8.6,185
2015,7,2015-07-01,North,Other,0,12.0,386
2015,7,2015-07-01,South,Suicide,13,7.3,229
2015,7,2015-07-01,South,Poor Crop Growth,4,14.1,164
2015,7,2015-07-01,South,Malnutrition,5,8.6,192
2015,7,2015-07-01,South,Pesticide Exposure,4,16.7,129
2015,7,2015-07-01,South,Debt,5,19.2,289
2015,7,2015-07-01,South,Accident,3,8.9,248
2015,7,2015-07-01,South,Illness (Non-agri),1,8.3,210
2015,7,2015-07-01,South,Other,0,16.7,90
2015,7,2015-07-01,East,Suicide,12,0.5,207
2015,7,2015-07-01,East,Poor Crop Growth,3,3.6,187
2015,7,2015-07-01,East,Malnutrition,1,5.3,97
2015,7,2015-07-01,East,Pesticide Exposure,2,8.8,255
2015,7,2015-07-01,East,Debt,5,2.1,64
2015,7,2015-07-01,East,Accident,3,12.5,182
2015,7,2015-07-01,East,Illness (Non-agri),1,12.4,50
2015,7,2015-07-01,East,Other,3,6.5,226
2015,7,2015-07-01,West,Suicide,12,11.6,281
2015,7,2015-07-01,West,Poor Crop Growth,3,6.8,195
2015,7,2015-07-01,West,Malnutrition,3,11.5,210
2015,7,2015-07-01,West,Pesticide Exposure,1,14.4,303
2015,7,2015-07-01,West,Debt,3,10.1,231
2015,7,2015-07-01,West,Accident,0,13.7,276
2015,7,2015-07-01,West,Illness (Non-agri),2,1.5,71
2015,7,2015-07-01,West,Other,3,6.4,298
2015,7,2015-07-01,Central,Suicide,13,4.9,271
2015,7,2015-07-01,Central,Poor Crop Growth,5,7.4,243
2015,7,2015-07-01,Central,Malnutrition,5,11.3,233
2015,7,2015-07-01,Central,Pesticide Exposure,2,10.7,179
2015,7,2015-07-01,Central,Debt,5,12.6,211
2015,7,2015-07-01,Central,Accident,4,11.4,286
2015,7,2015-07-01,Central,Illness (Non-agri),3,13.9,186
2015,7,2015-07-01,Central,Other,2,15.7,83
2015,8,2015-08-01,North,Suicide,11,13.0,80
2015,8,2015-08-01,North,Poor Crop Growth,4,14.3,261
2015,8,2015-08-01,North,Malnutrition,3,15.8,335
2015,8,2015-08-01,North,Pesticide Exposure,0,6.0,232
2015,8,2015-08-01,North,Debt,4,14.4,242
2015,8,2015-08-01,North,Accident,4,14.5,252
2015,8,2015-08-01,North,Illness (Non-agri),1,15.8,294
2015,8,2015-08-01,North,Other,3,12.2,232
2015,8,2015-08-01,South,Suicide,6,8.6,289
2015,8,2015-08-01,South,Poor Crop Growth,2,18.1,251
2015,8,2015-08-01,South,Malnutrition,3,7.6,76
2015,8,2015-08-01,South,Pesticide Exposure,3,16.6,88
2015,8,2015-08-01,South,Debt,1,11.8,86
2015,8,2015-08-01,South,Accident,1,13.0,269
2015,8,2015-08-01,South,Illness (Non-agri),2,12.8,210
2015,8,2015-08-01,South,Other,1,13.5,109
2015,8,2015-08-01,East,Suicide,9,2.6,83
2015,8,2015-08-01,East,Poor Crop Growth,3,15.4,50
2015,8,2015-08-01,East,Malnutrition,2,13.2,326
2015,8,2015-08-01,East,Pesticide Exposure,0,6.6,220
2015,8,2015-08-01,East,Debt,1,15.2,332
2015,8,2015-08-01,East,Accident,1,10.5,230
2015,8,2015-08-01,East,Illness (Non-agri),2,13.4,192
2015,8,2015-08-01,East,Other,2,3.6,158
2015,8,2015-08-01,West,Suicide,8,19.3,95
2015,8,2015-08-01,West,Poor Crop Growth,4,7.4,254
2015,8,2015-08-01,West,Malnutrition,3,7.2,141
2015,8,2015-08-01,West,Pesticide Exposure,2,10.9,194
2015,8,2015-08-01,West,Debt,4,16.0,165
2015,8,2015-08-01,West,Accident,1,11.8,129
2015,8,2015-08-01,West,Illness (Non-agri),1,11.1,50
2015,8,2015-08-01,West,Other,2,19.1,366
2015,8,2015-08-01,Central,Suicide,6,12.0,152
2015,8,2015-08-01,Central,Poor Crop Growth,2,6.5,209
2015,8,2015-08-01,Central,Malnutrition,2,9.7,91
2015,8,2015-08-01,Central,Pesticide Exposure,0,9.0,191
2015,8,2015-08-01,Central,Debt,4,8.4,257
2015,8,2015-08-01,Central,Accident,1,7.1,301
2015,8,2015-08-01,Central,Illness (Non-agri),1,12.0,225
2015,8,2015-08-01,Central,Other,3,7.9,133
2015,9,2015-09-01,North,Suicide,18,11.0,264
2015,9,2015-09-01,North,Poor Crop Growth,10,7.1,391
2015,9,2015-09-01,North,Malnutrition,5,5.2,135
2015,9,2015-09-01,North,Pesticide Exposure,2,20.6,191
2015,9,2015-09-01,North,Debt,6,8.4,283
2015,9,2015-09-01,North,Accident,4,11.8,229
2015,9,2015-09-01,North,Illness (Non-agri),4,11.9,125
2015,9,2015-09-01,North,Other,2,5.5,183
2015,9,2015-09-01,South,Suicide,17,14.4,183
2015,9,2015-09-01,South,Poor Crop Growth,5,5.7,315
2015,9,2015-09-01,South,Malnutrition,6,6.0,50
2015,9,2015-09-01,South,Pesticide Exposure,4,2.8,147
2015,9,2015-09-01,South,Debt,5,2.2,308
2015,9,2015-09-01,South,Accident,1,14.0,238
2015,9,2015-09-01,South,Illness (Non-agri),2,5.8,50
2015,9,2015-09-01,South,Other,1,7.6,167
2015,9,2015-09-01,East,Suicide,9,11.1,105
2015,9,2015-09-01,East,Poor Crop Growth,4,9.2,394
2015,9,2015-09-01,East,Malnutrition,4,8.6,238
2015,9,2015-09-01,East,Pesticide Exposure,0,17.0,140
2015,9,2015-09-01,East,Debt,4,9.1,214
2015,9,2015-09-01,East,Accident,1,10.8,125
2015,9,2015-09-01,East,Illness (Non-agri),3,6.6,179
2015,9,2015-09-01,East,Other,2,18.4,50
2015,9,2015-09-01,West,Suicide,11,5.4,299
2015,9,2015-09-01,West,Poor Crop Growth,4,13.7,260
2015,9,2015-09-01,West,Malnutrition,5,3.7,213
2015,9,2015-09-01,West,Pesticide Exposure,2,4.7,382
2015,9,2015-09-01,West,Debt,5,8.4,191
2015,9,2015-09-01,West,Accident,2,19.8,165
2015,9,2015-09-01,West,Illness (Non-agri),2,12.7,186
2015,9,2015-09-01,West,Other,3,6.0,150
2015,9,2015-09-01,Central,Suicide,15,10.2,84
2015,9,2015-09-01,Central,Poor Crop Growth,5,5.9,188
2015,9,2015-09-01,Central,Malnutrition,5,10.2,297
2015,9,2015-09-01,Central,Pesticide Exposure,4,15.7,192
2015,9,2015-09-01,Central,Debt,3,13.7,264
2015,9,2015-09-01,Central,Accident,2,7.9,291
2015,9,2015-09-01,Central,Illness (Non-agri),2,13.1,255
2015,9,2015-09-01,Central,Other,1,8.5,476
2015,10,2015-10-01,North,Suicide,7,8.8,152
2015,10,2015-10-01,North,Poor Crop Growth,3,5.5,325
2015,10,2015-10-01,North,Malnutrition,3,11.5,50
2015,10,2015-10-01,North,Pesticide Exposure,0,10.4,158
2015,10,2015-10-01,North,Debt,3,6.9,109
2015,10,2015-10-01,North,Accident,2,0.5,259
2015,10,2015-10-01,North,Illness (Non-agri),3,12.8,251
2015,10,2015-10-01,North,Other,1,6.1,457
2015,10,2015-10-01,South,Suicide,10,11.5,194
2015,10,2015-10-01,South,Poor Crop Growth,3,15.6,174
2015,10,2015-10-01,South,Malnutrition,3,20.8,156
2015,10,2015-10-01,South,Pesticide Exposure,2,12.4,182
2015,10,2015-10-01,South,Debt,4,4.5,290
2015,10,2015-10-01,South,Accident,2,13.7,209
2015,10,2015-10-01,South,Illness (Non-agri),3,20.9,168
2015,10,2015-10-01,South,Other,1,14.2,307
2015,10,2015-10-01,East,Suicide,9,14.5,147
2015,10,2015-10-01,East,Poor Crop Growth,4,6.7,258
2015,10,2015-10-01,East,Malnutrition,2,16.5,81
2015,10,2015-10-01,East,Pesticide Exposure,1,18.8,205
2015,10,2015-10-01,East,Debt,2,8.6,246
2015,10,2015-10-01,East,Accident,1,14.9,157
2015,10,2015-10-01,East,Illness (Non-agri),1,5.6,197
2015,10,2015-10-01,East,Other,0,13.9,135
2015,10,2015-10-01,West,Suicide,5,5.9,102
2015,10,2015-10-01,West,Poor Crop Growth,2,2.2,126
2015,10,2015-10-01,West,Malnutrition,4,3.2,196
2015,10,2015-10-01,West,Pesticide Exposure,2,8.6,50
2015,10,2015-10-01,West,Debt,4,5.0,208
2015,10,2015-10-01,West,Accident,1,2.5,165
2015,10,2015-10-01,West,Illness (Non-agri),2,14.2,308
2015,10,2015-10-01,West,Other,1,10.4,244
2015,10,2015-10-01,Central,Suicide,4,4.2,220
2015,10,2015-10-01,Central,Poor Crop Growth,1,5.6,135
2015,10,2015-10-01,Central,Malnutrition,2,4.5,220
2015,10,2015-10-01,Central,Pesticide Exposure,1,16.8,253
2015,10,2015-10-01,Central,Debt,1,5.9,95
2015,10,2015-10-01,Central,Accident,2,11.5,96
2015,10,2015-10-01,Central,Illness (Non-agri),0,8.2,106
2015,10,2015-10-01,Central,Other,1,11.1,80
2015,11,2015-11-01,North,Suicide,5,13.8,179
2015,11,2015-11-01,North,Poor Crop Growth,2,11.3,129
2015,11,2015-11-01,North,Malnutrition,3,9.4,272
2015,11,2015-11-01,North,Pesticide Exposure,0,6.0,239
2015,11,2015-11-01,North,Debt,3,11.8,65
2015,11,2015-11-01,North,Accident,3,7.6,50
2015,11,2015-11-01,North,Illness (Non-agri),2,10.5,167
2015,11,2015-11-01,North,Other,1,7.2,243
2015,11,2015-11-01,South,Suicide,10,6.1,230
2015,11,2015-11-01,South,Poor Crop Growth,2,4.4,395
2015,11,2015-11-01,South,Malnutrition,2,12.9,90
2015,11,2015-11-01,South,Pesticide Exposure,1,9.2,57
2015,11,2015-11-01,South,Debt,4,10.0,216
2015,11,2015-11-01,South,Accident,4,9.8,289
2015,11,2015-11-01,South,Illness (Non-agri),3,11.6,191
2015,11,2015-11-01,South,Other,2,9.2,159
2015,11,2015-11-01,East,Suicide,13,11.0,126
2015,11,2015-11-01,East,Poor Crop Growth,5,1.6,174
2015,11,2015-11-01,East,Malnutrition,5,5.5,117
2015,11,2015-11-01,East,Pesticide Exposure,3,17.5,200
2015,11,2015-11-01,East,Debt,6,7.0,111
2015,11,2015-11-01,East,Accident,2,11.8,286
2015,11,2015-11-01,East,Illness (Non-agri),1,16.5,50
2015,11,2015-11-01,East,Other,2,10.3,166
2015,11,2015-11-01,West,Suicide,7,6.2,222
2015,11,2015-11-01,West,Poor Crop Growth,1,8.8,170
2015,11,2015-11-01,West,Malnutrition,2,3.6,176
2015,11,2015-11-01,West,Pesticide Exposure,1,7.1,270
2015,11,2015-11-01,West,Debt,2,9.4,53
2015,11,2015-11-01,West,Accident,1,7.9,143
2015,11,2015-11-01,West,Illness (Non-agri),2,9.8,147
2015,11,2015-11-01,West,Other,3,7.2,120
2015,11,2015-11-01,Central,Suicide,6,15.2,211
2015,11,2015-11-01,Central,Poor Crop Growth,2,5.5,152
2015,11,2015-11-01,Central,Malnutrition,3,14.1,217
2015,11,2015-11-01,Central,Pesticide Exposure,0,5.7,83
2015,11,2015-11-01,Central,Debt,3,14.3,131
2015,11,2015-11-01,Central,Accident,3,24.3,197
2015,11,2015-11-01,Central,Illness (Non-agri),0,4.1,323
2015,11,2015-11-01,Central,Other,0,10.8,125
2015,12,2015-12-01,North,Suicide,4,11.0,316
2015,12,2015-12-01,North,Poor Crop Growth,-1,8.5,153
2015,12,2015-12-01,North,Malnutrition,2,10.6,100
2015,12,2015-12-01,North,Pesticide Exposure,0,8.5,192
2015,12,2015-12-01,North,Debt,3,18.8,50
2015,12,2015-12-01,North,Accident,1,19.2,227
2015,12,2015-12-01,North,Illness (Non-agri),3,2.7,118
2015,12,2015-12-01,North,Other,2,2.4,141
2015,12,2015-12-01,South,Suicide,2,15.4,198
2015,12,2015-12-01,South,Poor Crop Growth,0,4.2,406
2015,12,2015-12-01,South,Malnutrition,2,13.6,310
2015,12,2015-12-01,South,Pesticide Exposure,0,21.0,167
2015,12,2015-12-01,South,Debt,3,13.8,144
2015,12,2015-12-01,South,Accident,1,3.5,171
2015,12,2015-12-01,South,Illness (Non-agri),1,17.3,154
2015,12,2015-12-01,South,Other,0,1.8,228
2015,12,2015-12-01,East,Suicide,7,4.9,166
2015,12,2015-12-01,East,Poor Crop Growth,3,11.4,153
2015,12,2015-12-01,East,Malnutrition,4,10.9,280
2015,12,2015-12-01,East,Pesticide Exposure,3,7.6,252
2015,12,2015-12-01,East,Debt,3,8.3,93
2015,12,2015-12-01,East,Accident,1,7.5,166
2015,12,2015-12-01,East,Illness (Non-agri),3,10.0,162
2015,12,2015-12-01,East,Other,0,8.1,169
2015,12,2015-12-01,West,Suicide,8,3.2,167
2015,12,2015-12-01,West,Poor Crop Growth,2,7.9,212
2015,12,2015-12-01,West,Malnutrition,2,22.8,320
2015,12,2015-12-01,West,Pesticide Exposure,3,16.2,319
2015,12,2015-12-01,West,Debt,4,4.3,322
2015,12,2015-12-01,West,Accident,2,13.6,339
2015,12,2015-12-01,West,Illness (Non-agri),3,12.8,171
2015,12,2015-12-01,West,Other,2,9.2,157
2015,12,2015-12-01,Central,Suicide,7,5.5,185
2015,12,2015-12-01,Central,Poor Crop Growth,2,17.3,106
2015,12,2015-12-01,Central,Malnutrition,2,12.6,131
2015,12,2015-12-01,Central,Pesticide Exposure,2,17.2,307
2015,12,2015-12-01,Central,Debt,3,9.8,258
2015,12,2015-12-01,Central,Accident,2,10.1,211
2015,12,2015-12-01,Central,Illness (Non-agri),2,13.1,173
2015,12,2015-12-01,Central,Other,1,3.0,111
2016,1,2016-01-01,North,Suicide,7,8.5,264
2016,1,2016-01-01,North,Poor Crop Growth,4,10.8,124
2016,1,2016-01-01,North,Malnutrition,3,2.8,116
2016,1,2016-01-01,North,Pesticide Exposure,2,8.6,261
2016,1,2016-01-01,North,Debt,2,13.6,156
2016,1,2016-01-01,North,Accident,1,13.2,242
2016,1,2016-01-01,North,Illness (Non-agri),4,11.3,144
2016,1,2016-01-01,North,Other,1,13.6,173
2016,1,2016-01-01,South,Suicide,6,7.0,230
2016,1,2016-01-01,South,Poor Crop Growth,2,7.9,236
2016,1,2016-01-01,South,Malnutrition,2,14.4,281
2016,1,2016-01-01,South,Pesticide Exposure,1,9.3,356
2016,1,2016-01-01,South,Debt,1,7.1,248
2016,1,2016-01-01,South,Accident,0,13.4,291
2016,1,2016-01-01,South,Illness (Non-agri),1,15.1,294
2016,1,2016-01-01,South,Other,1,12.6,256
2016,1,2016-01-01,East,Suicide,13,14.0,264
2016,1,2016-01-01,East,Poor Crop Growth,3,9.6,211
2016,1,2016-01-01,East,Malnutrition,5,9.3,164
2016,1,2016-01-01,East,Pesticide Exposure,4,5.1,168
2016,1,2016-01-01,East,Debt,5,4.0,252
2016,1,2016-01-01,East,Accident,3,3.4,264
2016,1,2016-01-01,East,Illness (Non-agri),4,3.9,222
2016,1,2016-01-01,East,Other,1,5.1,125
2016,1,2016-01-01,West,Suicide,12,12.7,252
2016,1,2016-01-01,West,Poor Crop Growth,3,15.2,129
2016,1,2016-01-01,West,Malnutrition,2,3.0,364
2016,1,2016-01-01,West,Pesticide Exposure,2,12.5,185
2016,1,2016-01-01,West,Debt,4,9.9,202
2016,1,2016-01-01,West,Accident,2,8.7,50
2016,1,2016-01-01,West,Illness (Non-agri),2,0.5,122
2016,1,2016-01-01,West,Other,2,9.8,213
2016,1,2016-01-01,Central,Suicide,2,0.5,236
2016,1,2016-01-01,Central,Poor Crop Growth,-1,15.7,134
2016,1,2016-01-01,Central,Malnutrition,0,8.9,193
2016,1,2016-01-01,Central,Pesticide Exposure,1,16.8,216
2016,1,2016-01-01,Central,Debt,2,17.1,253
2016,1,2016-01-01,Central,Accident,0,13.3,285
2016,1,2016-01-01,Central,Illness (Non-agri),0,9.0,237
2016,1,2016-01-01,Central,Other,2,17.3,354
2016,2,2016-02-01,North,Suicide,7,8.1,182
2016,2,2016-02-01,North,Poor Crop Growth,3,12.2,174
2016,2,2016-02-01,North,Malnutrition,0,12.8,192
2016,2,2016-02-01,North,Pesticide Exposure,1,20.5,172
2016,2,2016-02-01,North,Debt,3,5.5,96
2016,2,2016-02-01,North,Accident,2,5.2,129
2016,2,2016-02-01,North,Illness (Non-agri),2,1.4,200
2016,2,2016-02-01,North,Other,1,13.1,287
2016,2,2016-02-01,South,Suicide,10,9.2,346
2016,2,2016-02-01,South,Poor Crop Growth,3,10.2,214
2016,2,2016-02-01,South,Malnutrition,2,14.5,200
2016,2,2016-02-01,South,Pesticide Exposure,1,16.0,139
2016,2,2016-02-01,South,Debt,3,15.0,135
2016,2,2016-02-01,South,Accident,1,0.5,71
2016,2,2016-02-01,South,Illness (Non-agri),2,9.6,189
2016,2,2016-02-01,South,Other,1,20.0,195
2016,2,2016-02-01,East,Suicide,6,11.7,193
2016,2,2016-02-01,East,Poor Crop Growth,4,5.4,257
2016,2,2016-02-01,East,Malnutrition,1,9.8,50
2016,2,2016-02-01,East,Pesticide Exposure,0,5.8,131
2016,2,2016-02-01,East,Debt,3,25.1,235
2016,2,2016-02-01,East,Accident,2,13.6,173
2016,2,2016-02-01,East,Illness (Non-agri),1,9.1,147
2016,2,2016-02-01,East,Other,1,3.0,195
2016,2,2016-02-01,West,Suicide,13,16.2,225
2016,2,2016-02-01,West,Poor Crop Growth,4,11.1,214
2016,2,2016-02-01,West,Malnutrition,3,9.1,199
2016,2,2016-02-01,West,Pesticide Exposure,1,9.1,206
2016,2,2016-02-01,West,Debt,4,1.8,127
2016,2,2016-02-01,West,Accident,3,9.9,161
2016,2,2016-02-01,West,Illness (Non-agri),4,16.6,209
2016,2,2016-02-01,West,Other,2,10.4,94
2016,2,2016-02-01,Central,Suicide,9,9.0,107
2016,2,2016-02-01,Central,Poor Crop Growth,3,10.3,195
2016,2,2016-02-01,Central,Malnutrition,3,10.5,68
2016,2,2016-02-01,Central,Pesticide Exposure,1,12.9,50
2016,2,2016-02-01,Central,Debt,4,2.6,220
2016,2,2016-02-01,Central,Accident,2,9.8,117
2016,2,2016-02-01,Central,Illness (Non-agri),2,17.3,249
2016,2,2016-02-01,Central,Other,1,13.1,245
2016,3,2016-03-01,North,Suicide,13,15.0,259
2016,3,2016-03-01,North,Poor Crop Growth,6,17.8,176
2016,3,2016-03-01,North,Malnutrition,3,12.8,129
2016,3,2016-03-01,North,Pesticide Exposure,3,11.6,307
2016,3,2016-03-01,North,Debt,5,12.3,127
2016,3,2016-03-01,North,Accident,3,5.2,273
2016,3,2016-03-01,North,Illness (Non-agri),2,9.0,258
2016,3,2016-03-01,North,Other,0,15.0,88
2016,3,2016-03-01,South,Suicide,4,4.7,212
2016,3,2016-03-01,South,Poor Crop Growth,1,3.7,248
2016,3,2016-03-01,South,Malnutrition,1,19.6,50
2016,3,2016-03-01,South,Pesticide Exposure,2,5.0,258
2016,3,2016-03-01,South,Debt,2,1.4,305
2016,3,2016-03-01,South,Accident,2,1.7,154
2016,3,2016-03-01,South,Illness (Non-agri),1,4.4,162
2016,3,2016-03-01,South,Other,2,4.3,213
2016,3,2016-03-01,East,Suicide,9,6.4,50
2016,3,2016-03-01,East,Poor Crop Growth,4,7.2,151
2016,3,2016-03-01,East,Malnutrition,2,12.1,191
2016,3,2016-03-01,East,Pesticide Exposure,1,8.9,366
2016,3,2016-03-01,East,Debt,4,11.8,183
2016,3,2016-03-01,East,Accident,3,13.8,170
2016,3,2016-03-01,East,Illness (Non-agri),1,7.7,127
2016,3,2016-03-01,East,Other,1,11.8,292
2016,3,2016-03-01,West,Suicide,10,11.4,114
2016,3,2016-03-01,West,Poor Crop Growth,4,11.6,294
2016,3,2016-03-01,West,Malnutrition,3,9.0,251
2016,3,2016-03-01,West,Pesticide Exposure,1,11.2,221
2016,3,2016-03-01,West,Debt,3,9.6,111
2016,3,2016-03-01,West,Accident,0,7.9,166
2016,3,2016-03-01,West,Illness (Non-agri),0,14.6,249
2016,3,2016-03-01,West,Other,2,10.1,247
2016,3,2016-03-01,Central,Suicide,9,14.7,146
2016,3,2016-03-01,Central,Poor Crop Growth,3,8.5,82
2016,3,2016-03-01,Central,Malnutrition,1,10.6,170
2016,3,2016-03-01,Central,Pesticide Exposure,3,9.0,277
2016,3,2016-03-01,Central,Debt,6,7.7,186
2016,3,2016-03-01,Central,Accident,1,8.5,81
2016,3,2016-03-01,Central,Illness (Non-agri),1,11.6,132
2016,3,2016-03-01,Central,Other,0,13.6,50
2016,4,2016-04-01,North,Suicide,8,14.2,184
2016,4,2016-04-01,North,Poor Crop Growth,2,8.1,185
2016,4,2016-04-01,North,Malnutrition,3,11.3,152
2016,4,2016-04-01,North,Pesticide Exposure,2,5.3,98
2016,4,2016-04-01,North,Debt,2,10.6,93
2016,4,2016-04-01,North,Accident,2,10.1,204
2016,4,2016-04-01,North,Illness (Non-agri),2,8.4,135
2016,4,2016-04-01,North,Other,2,7.7,242
2016,4,2016-04-01,South,Suicide,8,15.2,192
2016,4,2016-04-01,South,Poor Crop Growth,3,8.0,202
2016,4,2016-04-01,South,Malnutrition,3,3.5,214
2016,4,2016-04-01,South,Pesticide Exposure,2,15.1,264
2016,4,2016-04-01,South,Debt,3,8.6,251
2016,4,2016-04-01,South,Accident,1,5.2,295
2016,4,2016-04-01,South,Illness (Non-agri),1,10.3,160
2016,4,2016-04-01,South,Other,2,4.3,135
2016,4,2016-04-01,East,Suicide,10,3.9,172
2016,4,2016-04-01,East,Poor Crop Growth,5,8.4,276
2016,4,2016-04-01,East,Malnutrition,4,5.6,153
2016,4,2016-04-01,East,Pesticide Exposure,3,5.5,166
2016,4,2016-04-01,East,Debt,6,9.3,224
2016,4,2016-04-01,East,Accident,2,13.3,136
2016,4,2016-04-01,East,Illness (Non-agri),3,16.6,173
2016,4,2016-04-01,East,Other,2,0.5,282
2016,4,2016-04-01,West,Suicide,10,2.3,324
2016,4,2016-04-01,West,Poor Crop Growth,2,3.8,193
2016,4,2016-04-01,West,Malnutrition,2,5.8,181
2016,4,2016-04-01,West,Pesticide Exposure,2,16.6,289
2016,4,2016-04-01,West,Debt,4,8.2,304
2016,4,2016-04-01,West,Accident,2,3.3,208
2016,4,2016-04-01,West,Illness (Non-agri),2,13.4,319
2016,4,2016-04-01,West,Other,2,17.4,238
2016,4,2016-04-01,Central,Suicide,10,6.0,270
2016,4,2016-04-01,Central,Poor Crop Growth,3,3.4,270
2016,4,2016-04-01,Central,Malnutrition,3,13.2,217
2016,4,2016-04-01,Central,Pesticide Exposure,2,1.3,50
2016,4,2016-04-01,Central,Debt,4,1.0,173
2016,4,2016-04-01,Central,Accident,3,3.5,262
2016,4,2016-04-01,Central,Illness (Non-agri),2,24.9,171
2016,4,2016-04-01,Central,Other,2,0.5,221
2016,5,2016-05-01,North,Suicide,12,19.1,242
2016,5,2016-05-01,North,Poor Crop Growth,2,6.5,206
2016,5,2016-05-01,North,Malnutrition,4,11.3,308
2016,5,2016-05-01,North,Pesticide Exposure,2,11.6,55
2016,5,2016-05-01,North,Debt,4,15.0,245
2016,5,2016-05-01,North,Accident,2,9.6,142
2016,5,2016-05-01,North,Illness (Non-agri),2,16.4,111
2016,5,2016-05-01,North,Other,2,10.7,64
2016,5,2016-05-01,South,Suicide,8,12.1,218
2016,5,2016-05-01,South,Poor Crop Growth,3,16.0,50
2016,5,2016-05-01,South,Malnutrition,4,8.9,110
2016,5,2016-05-01,South,Pesticide Exposure,2,11.9,266
2016,5,2016-05-01,South,Debt,4,12.7,248
2016,5,2016-05-01,South,Accident,2,1.3,60
2016,5,2016-05-01,South,Illness (Non-agri),2,11.0,170
2016,5,2016-05-01,South,Other,1,13.7,285
2016,5,2016-05-01,East,Suicide,18,0.9,230
2016,5,2016-05-01,East,Poor Crop Growth,5,8.4,62
2016,5,2016-05-01,East,Malnutrition,5,14.9,227
2016,5,2016-05-01,East,Pesticide Exposure,6,20.3,276
2016,5,2016-05-01,East,Debt,7,7.3,234
2016,5,2016-05-01,East,Accident,3,4.7,215
2016,5,2016-05-01,East,Illness (Non-agri),1,11.2,50
2016,5,2016-05-01,East,Other,2,13.5,72
2016,5,2016-05-01,West,Suicide,10,14.7,199
2016,5,2016-05-01,West,Poor Crop Growth,3,15.3,150
2016,5,2016-05-01,West,Malnutrition,3,10.1,301
2016,5,2016-05-01,West,Pesticide Exposure,1,9.2,225
2016,5,2016-05-01,West,Debt,4,11.3,186
2016,5,2016-05-01,West,Accident,3,13.0,172
